mode,scenario,run,throughput_mbs,status,duration_s,notes
noreuse,cuda2cpu,3,1115.8,SUCCESS,2.8,
noreuse,cuda2cpu,4,1095.2,SUCCESS,2.8,
noreuse,cuda2cpu,5,1107.8,SUCCESS,2.8,
noreuse,cuda2cpu,6,1112.2,SUCCESS,2.8,
noreuse,cuda2cpu,7,1162.3,SUCCESS,2.8,
noreuse,cuda2cpu,8,1114.1,SUCCESS,2.8,
noreuse,cuda2cpu,9,1139.4,SUCCESS,2.8,
noreuse,cuda2cpu,10,1151.2,SUCCESS,2.7,
auto,cpu2cpu,1,8818.5,SUCCESS,3.9,
auto,cpu2cpu,2,7626.8,SUCCESS,3.9,
auto,cpu2cpu,3,6555.5,SUCCESS,4.0,
auto,cpu2cpu,4,7834.8,SUCCESS,3.9,
auto,cpu2cpu,5,8514.5,SUCCESS,4.0,
auto,cpu2cpu,6,8190.3,SUCCESS,4.0,
auto,cpu2cpu,7,7309.8,SUCCESS,4.1,
auto,cpu2cpu,8,8580.5,SUCCESS,4.0,
auto,cpu2cpu,9,7714.8,SUCCESS,4.0,
auto,cpu2cpu,10,7932.7,SUCCESS,4.0,
auto,cpu2cuda,1,3288.4,SUCCESS,3.1,
auto,cpu2cuda,2,4008.5,SUCCESS,3.1,
auto,cpu2cuda,3,3634.6,SUCCESS,3.1,
auto,cpu2cuda,4,3339.6,SUCCESS,3.1,
auto,cpu2cuda,5,3770.6,SUCCESS,3.1,
auto,cpu2cuda,6,3439.2,SUCCESS,3.1,
auto,cpu2cuda,7,3882.4,SUCCESS,3.2,
auto,cpu2cuda,8,3610.6,SUCCESS,3.1,
auto,cpu2cuda,9,3934.3,SUCCESS,3.0,
auto,cpu2cuda,10,3678.6,SUCCESS,3.1,
auto,cuda2cpu,1,4681.0,SUCCESS,2.9,
auto,cuda2cpu,2,4395.8,SUCCESS,2.9,
auto,cuda2cpu,3,4593.7,SUCCESS,2.9,
auto,cuda2cpu,4,4337.0,SUCCESS,2.9,
auto,cuda2cpu,5,4550.2,SUCCESS,3.0,
auto,cuda2cpu,6,4658.1,SUCCESS,2.9,
auto,cuda2cpu,7,4786.3,SUCCESS,2.9,
auto,cuda2cpu,8,4583.5,SUCCESS,2.9,
auto,cuda2cpu,9,4356.9,SUCCESS,2.9,
auto,cuda2cpu,10,4571.8,SUCCESS,2.9,
nofastpath,cpu2cpu,1,6215.3,SUCCESS,3.9,
nofastpath,cpu2cpu,2,6128.2,SUCCESS,3.9,
nofastpath,cpu2cpu,3,5468.0,SUCCESS,3.8,
nofastpath,cpu2cpu,4,6683.3,SUCCESS,3.9,
nofastpath,cpu2cpu,5,6143.2,SUCCESS,3.9,
nofastpath,cpu2cpu,6,6076.8,SUCCESS,3.9,
nofastpath,cpu2cpu,7,6261.9,SUCCESS,3.9,
nofastpath,cpu2cpu,8,5953.9,SUCCESS,3.9,
nofastpath,cpu2cpu,9,6243.8,SUCCESS,3.9,
nofastpath,cpu2cpu,10,6806.7,SUCCESS,3.9,
nofastpath,cpu2cuda,1,3107.5,SUCCESS,3.1,
nofastpath,cpu2cuda,2,2969.7,SUCCESS,3.1,
nofastpath,cpu2cuda,3,3376.0,SUCCESS,3.0,
nofastpath,cpu2cuda,4,3296.0,SUCCESS,3.1,
nofastpath,cpu2cuda,5,3130.5,SUCCESS,3.0,
nofastpath,cpu2cuda,6,3210.4,SUCCESS,3.1,
nofastpath,cpu2cuda,7,3117.4,SUCCESS,3.0,
nofastpath,cpu2cuda,8,3228.2,SUCCESS,3.0,
nofastpath,cpu2cuda,9,2848.1,SUCCESS,3.0,
nofastpath,cpu2cuda,10,3157.9,SUCCESS,3.1,
nofastpath,cuda2cpu,1,3589.2,SUCCESS,2.9,
nofastpath,cuda2cpu,2,3734.2,SUCCESS,3.0,
nofastpath,cuda2cpu,3,3631.2,SUCCESS,2.9,
nofastpath,cuda2cpu,4,3721.7,SUCCESS,2.9,
nofastpath,cuda2cpu,5,3611.5,SUCCESS,2.9,
nofastpath,cuda2cpu,6,4178.2,SUCCESS,2.9,
nofastpath,cuda2cpu,7,4033.2,SUCCESS,3.0,
nofastpath,cuda2cpu,8,3491.6,SUCCESS,3.0,
nofastpath,cuda2cpu,9,3923.2,SUCCESS,2.9,
nofastpath,cuda2cpu,10,3695.8,SUCCESS,2.9,
