mode,scenario,run,throughput_mbs,status,duration_s,notes
auto,cuda2cpu,6,8241.6,SUCCESS,6.6,
auto,cuda2cpu,7,8281.8,SUCCESS,6.5,
auto,cuda2cpu,8,8212.9,SUCCESS,6.7,
auto,cuda2cpu,9,8161.8,SUCCESS,6.6,
auto,cuda2cpu,10,8191.6,SUCCESS,6.6,
nofastpath,cpu2cpu,1,7217.5,SUCCESS,7.5,
nofastpath,cpu2cpu,2,7154.3,SUCCESS,7.5,
nofastpath,cpu2cpu,3,7065.2,SUCCESS,7.6,
nofastpath,cpu2cpu,4,6870.9,SUCCESS,7.6,
nofastpath,cpu2cpu,5,7000.5,SUCCESS,7.7,
nofastpath,cpu2cpu,6,6937.9,SUCCESS,7.6,
nofastpath,cpu2cpu,7,6983.6,SUCCESS,7.6,
nofastpath,cpu2cpu,8,6918.0,SUCCESS,7.7,
nofastpath,cpu2cpu,9,6936.4,SUCCESS,7.6,
nofastpath,cpu2cpu,10,6992.2,SUCCESS,7.6,
nofastpath,cpu2cuda,1,5067.1,SUCCESS,7.0,
nofastpath,cpu2cuda,2,5235.4,SUCCESS,6.9,
nofastpath,cpu2cuda,3,5203.3,SUCCESS,6.9,
nofastpath,cpu2cuda,4,5005.2,SUCCESS,7.0,
nofastpath,cpu2cuda,5,5289.4,SUCCESS,6.9,
nofastpath,cpu2cuda,6,5163.9,SUCCESS,6.9,
nofastpath,cpu2cuda,7,5245.7,SUCCESS,6.9,
nofastpath,cpu2cuda,8,5166.2,SUCCESS,6.8,
nofastpath,cpu2cuda,9,5121.9,SUCCESS,6.9,
nofastpath,cpu2cuda,10,5063.9,SUCCESS,7.1,
nofastpath,cuda2cpu,1,7921.4,SUCCESS,6.7,
nofastpath,cuda2cpu,2,7880.7,SUCCESS,6.6,
nofastpath,cuda2cpu,3,7810.6,SUCCESS,6.6,
nofastpath,cuda2cpu,4,7861.0,SUCCESS,6.6,
nofastpath,cuda2cpu,5,7889.3,SUCCESS,6.6,
nofastpath,cuda2cpu,6,7788.9,SUCCESS,6.6,
nofastpath,cuda2cpu,7,7751.7,SUCCESS,6.6,
nofastpath,cuda2cpu,8,7893.1,SUCCESS,6.6,
nofastpath,cuda2cpu,9,7785.1,SUCCESS,6.7,
nofastpath,cuda2cpu,10,7850.8,SUCCESS,6.7,
