mode,scenario,run,throughput_mbs,status,duration_s,notes
noreuse,cpu2cuda,7,1030.1,SUCCESS,5.9,
noreuse,cpu2cuda,8,1009.9,SUCCESS,5.9,
noreuse,cpu2cuda,9,1002.4,SUCCESS,5.9,
noreuse,cpu2cuda,10,1019.4,SUCCESS,5.9,
noreuse,cuda2cpu,1,1609.5,SUCCESS,5.1,
noreuse,cuda2cpu,2,1598.7,SUCCESS,5.2,
noreuse,cuda2cpu,3,1557.2,SUCCESS,5.3,
noreuse,cuda2cpu,4,1624.2,SUCCESS,5.2,
noreuse,cuda2cpu,5,1479.8,SUCCESS,5.4,
noreuse,cuda2cpu,6,1610.1,SUCCESS,5.1,
noreuse,cuda2cpu,7,1482.5,SUCCESS,5.3,
noreuse,cuda2cpu,8,1579.7,SUCCESS,5.2,
noreuse,cuda2cpu,9,1468.4,SUCCESS,5.4,
noreuse,cuda2cpu,10,1465.1,SUCCESS,5.3,
auto,cpu2cpu,1,7458.7,SUCCESS,5.4,
auto,cpu2cpu,2,7210.9,SUCCESS,5.4,
auto,cpu2cpu,3,7180.5,SUCCESS,5.1,
auto,cpu2cpu,4,6247.4,SUCCESS,5.4,
auto,cpu2cpu,5,7537.0,SUCCESS,5.0,
auto,cpu2cpu,6,7575.6,SUCCESS,5.4,
auto,cpu2cpu,7,7519.5,SUCCESS,5.5,
auto,cpu2cpu,8,6774.4,SUCCESS,5.2,
auto,cpu2cpu,9,8052.2,SUCCESS,5.3,
auto,cpu2cpu,10,7002.2,SUCCESS,5.4,
auto,cpu2cuda,1,4410.4,SUCCESS,4.5,
auto,cpu2cuda,2,4106.2,SUCCESS,4.8,
auto,cpu2cuda,3,4395.2,SUCCESS,4.4,
auto,cpu2cuda,4,3795.2,SUCCESS,4.6,
auto,cpu2cuda,5,3643.2,SUCCESS,5.3,
auto,cpu2cuda,6,3545.8,SUCCESS,5.1,
auto,cpu2cuda,7,4153.1,SUCCESS,4.9,
auto,cpu2cuda,8,4091.0,SUCCESS,4.5,
auto,cpu2cuda,9,4179.8,SUCCESS,4.5,
auto,cpu2cuda,10,4361.5,SUCCESS,4.7,
auto,cuda2cpu,1,7831.5,SUCCESS,4.2,
auto,cuda2cpu,2,7834.4,SUCCESS,4.1,
auto,cuda2cpu,3,7872.1,SUCCESS,4.1,
auto,cuda2cpu,4,7900.9,SUCCESS,4.2,
auto,cuda2cpu,5,7836.5,SUCCESS,4.3,
auto,cuda2cpu,6,7724.2,SUCCESS,4.2,
auto,cuda2cpu,7,7689.3,SUCCESS,4.3,
auto,cuda2cpu,8,8054.7,SUCCESS,4.2,
auto,cuda2cpu,9,7687.2,SUCCESS,4.2,
auto,cuda2cpu,10,7657.6,SUCCESS,4.2,
nofastpath,cpu2cpu,1,7092.1,SUCCESS,5.4,
nofastpath,cpu2cpu,2,7308.8,SUCCESS,5.4,
nofastpath,cpu2cpu,3,6586.7,SUCCESS,5.3,
nofastpath,cpu2cpu,4,7333.8,SUCCESS,5.5,
nofastpath,cpu2cpu,5,7404.6,SUCCESS,5.5,
nofastpath,cpu2cpu,6,7258.4,SUCCESS,5.1,
nofastpath,cpu2cpu,7,7476.2,SUCCESS,5.5,
nofastpath,cpu2cpu,8,7574.8,SUCCESS,5.4,
nofastpath,cpu2cpu,9,7321.5,SUCCESS,5.4,
nofastpath,cpu2cpu,10,7224.7,SUCCESS,5.3,
nofastpath,cpu2cuda,1,4185.0,SUCCESS,4.8,
nofastpath,cpu2cuda,2,4262.6,SUCCESS,4.8,
nofastpath,cpu2cuda,3,4022.6,SUCCESS,4.4,
nofastpath,cpu2cuda,4,4055.3,SUCCESS,4.4,
nofastpath,cpu2cuda,5,4155.0,SUCCESS,4.7,
nofastpath,cpu2cuda,6,4167.3,SUCCESS,4.7,
nofastpath,cpu2cuda,7,4170.2,SUCCESS,4.7,
nofastpath,cpu2cuda,8,4178.9,SUCCESS,4.6,
nofastpath,cpu2cuda,9,4161.3,SUCCESS,4.5,
nofastpath,cpu2cuda,10,4214.5,SUCCESS,4.4,
nofastpath,cuda2cpu,1,7007.2,SUCCESS,4.3,
nofastpath,cuda2cpu,2,7671.3,SUCCESS,4.2,
nofastpath,cuda2cpu,3,7494.3,SUCCESS,4.2,
nofastpath,cuda2cpu,4,7598.4,SUCCESS,4.1,
nofastpath,cuda2cpu,5,7624.2,SUCCESS,4.2,
nofastpath,cuda2cpu,6,7651.7,SUCCESS,4.1,
nofastpath,cuda2cpu,7,7556.0,SUCCESS,4.2,
nofastpath,cuda2cpu,8,7786.8,SUCCESS,4.2,
nofastpath,cuda2cpu,9,7647.2,SUCCESS,4.3,
nofastpath,cuda2cpu,10,7492.9,SUCCESS,4.2,
